key,body,tags,date,watch,answer,chip
12219820542,"つらいです。
現在私は大学1年生です。去年の7月頃から大学4年生のサークルの先輩と付き合ってましたが、同年の12月に別れました。別れた理由としては、彼の精神上の理由が大きいのですが、彼
は定期的に鬱状態になり、1日・2日音信不通になる時が前からあって、彼の鬱状態が終わったら｢病んでたごめんもう大丈夫｣というLINEとともにいつも通りの会話などが再開する、という形でした。先輩だから後輩に頼れないという風に思っていたのかもしれないです。その時別れを切り出したのは彼で、鬱状態のまま連絡を送ってきて、｢俺はもう無理だ、別れよう、もっと別に幸せにできるやつを探して欲しい｣というLINEを送ったあとLINEアカウントを削除し、そこから彼は2週間他の仲のいいサークル員とも連絡がとれなくなりました。2週間後、LINEアカウントを新しくして帰ってきて、しっかり話し合うことにしました。｢私のことは好きだけど、今俺の精神上幸せにできる気がしなくて、一旦1ヶ月2ヶ月、他人として距離を置いて様子を見たい｣と言われましたが、｢病んだらすぐに捨て置ける存在だったなら、もうきっぱり別れよう｣と言って綺麗に電話で別れました。
そこから連絡を一切取らず、サークルにも顔を出しませんでしたが、1月の半ばにあったサークルの飲み会に顔を出したところ彼がいて、その場の流れで少し話したのですが、｢本当にやばい、会ったらやっぱり好きだ、匂いとかも懐かしい泣きそう｣と言われ、しばらくくっつかれて、｢復縁したい｣と何度も言われましたが、嬉しい半面、信用できないとも思い嫌だの一点張りをしましたが、｢すぐに復縁は無理でもまた友達みたいに仲良くして欲しい｣と言われ、その日の夜、彼含め複数人の二次会に誘われましたが行きませんでした。後日、LINEが送られ、自分自身彼と会話するのが懐かしく嬉しく思い、前のようなやりとりをするようになってしまいました。｢復縁したい｣という言葉はハッキリと送ってくることはありませんでしたが、｢後悔している｣や｢未練がある｣ということを言ってきたりしていて、それには返事をしませんでしたが心が揺れてしまう自分もいました。2人で会おうと言われましたが、2月の頭に、私は10人ほどの飲み会に参加することが決まっていたので、そこに誘い、彼は喜んで来ることになりました。当日テーブルが2個で、もちろん私たちは別々のテーブルを囲む形でしたが、飲み会中私にいちいち遠くからちょっかいをかけてきていたので、やっぱりまだ好きなのかな、と思ってしまいました。普段1度もそんなことないのですが私はその日凄くお酒が回ってしまっていて、以前付き合っていた時と同じように彼に｢泊まりたい｣と言ってしまっていたみたいで、以前のように泊まりましたが、私は一般的な性交渉はしたことがなく、付き合っていた時はその手前まででいつも終わっていました。今回の泊まりでもその類の行為をしてしまって、その所々で｢復縁しようね｣｢もう復縁したってことだからね｣と言われました。結局その日も最後までやることはなく終わりましたが、復縁したのか復縁してないのかわからなかったので、後日LINEで質問をしたら、｢復縁したじゃんか｣と言われ、大事な話だから肉声で話すべきだと思い、深夜でしたが起きてるのはわかっていたので電話をかけましたが出ませんでした。その時病んでるのは薄々感じていましたが、大事な話の時にも、病んでるのを理由に電話をめんどくさがることに対して悲しくなり、｢そう｣とだけ送りました。そしたら彼から｢やっぱり幸せにできない、電話とかもしたいよね。復縁はやっぱりなしにしたい｣と言われ、悲しさよりも今まで振り回されてきた怒りが湧いて、今まで病んでた時に頼ってくれなかったことやその自分に対しての不甲斐なさについてLINEで送りました。彼は｢そこまで心配かけてたのが申し訳ないし今後もかけたらダメだ｣と言ってきたので、はっきりそこまで好きじゃないって言って欲しいと言ったら、｢好きなんだよ。会ってる時は特に感じちゃう。だけど電話とかもそうだけど、会ってない時はそんなことないのかも、別の要素(就活や自分のことなど)のことばかり考えちゃってる。ずっと好きって気持ちがないといけないよね｣と言われ、悲しすぎて｢そういうことよく考えてから復縁したいって言って｣と言ったら、彼は｢だって可愛いんだもん。酔って短絡的になってたのもあるけど会ったらやっぱりいつも好きになっちゃうから飲み会でも話さないようにする、復縁はやめよう｣と言われました。今まで付き合ってきたこと自体を否定された気分でした、最後まではしてないにしろ、身体を許してしまったことへの後悔と、彼が私のことを本当に好きだと勘違いしていた自分への羞恥が拭えません。涙が止まりません身体も汚されてしまった気分です。どうしたらいいですか、もう彼への怒りと悲しさで胸がいっぱいです。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/6,8,0,500
14219820974,"３０年間彼氏できませんでした。結婚出産諦める方法教えてください！

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/6,18,3,500
12219817337,"自分のやってしまったことを旦那に伝えるかどうか悩んでいます。


アパートに住んでいます。

違う棟に、変わった人が住んでいます。
（Ａさんとしておきます）
６０は過ぎているおじさんで、一人暮らしです。

自分の荷物を(自分のスペース以外にも)駐車場いっぱいに広げていたり、
敷地内の植木を勝手に切って、アパートの３分の１の木が無くなってしまったこともありました。
(管理会社から注意を受け、これらはもうしなくなった)


最近、アパートの敷地に面している、側溝の隙間にゴミが捨てられるようになりました。
主に、市販のお弁当やお菓子の空き容器。ほかに、紙製の米袋や段ボールも捨ててあったことがあります。

ある日、竹が入っていたことがあり、その数日前にAさんが竹をいじっていたのを見かけていたので、９５%Aさんと確信。

管理会社に、電話で訴えたことがありますが、対応している様子はなく、雨が降ると流されてしまい、現状を確認できているのかも怪しい感じでした。
３回ほど電話しています。
アパートの敷地内ではなく、側溝は市の管理下になるので、
対応しづらいのは分かっています。

旦那には「あの人はヤバい人なので関わらないように」と、かなり前から言われています。


昨日、管理会社の人が来たからか、朝見たら、ゴミがなくなっていました。
よかったな。と思ったのも束の間、洗濯物を干している時に、
Ａさんが、まさにゴミを捨てている現場を目撃してしまったのです。

現場を目撃し、怒り心頭で、すぐに部屋を飛び出して、
Ａさんに向かい、「ゴミを捨てただろ！片付けろや！」とそれはすごい剣幕で怒鳴ってしまいました。
トボトボ歩いてきたＡさんは何も言わず、隙間に手を入れゴミを仕方ない感じで拾っていました。
謝りもしないので、私はさらに「こんな小学生でもしないことをなぜするんだ！！」
と、怒鳴り散らしてしまいました。

Ａさんは気まずいので、私の顔を見ることもなかったですが、
「もうしませんから」と言って、片付けてくれました。

「もう二度とするんじゃねーぞ！！」と言い残し、
私は立ち去りました。


今更ですが、やってしまったと思っています。

正直、行為を目撃し、直接注意したこと自体は、全く後悔はないのですが、
関わるなと言われていた相手に、こんなことをしてしまい、
旦那にそれを話そうかどうか、迷っています。
１００%怒られます。

これで行為がなくなるなら、別に言わなくてもいいかな。
でも、幼稚園児の子供が２人いて、何か嫌がらせとか、してこないとも限らないし。


現場を見たなら、その時はグッと堪えて、管理会社に電話すればよかったじゃない？
なんて、コメントは必要ないです。
自分でもそう思っていますから。
無駄に正義感が高いのは自覚しています。


こうなってしまった今、
みなさんなら、怒られることを覚悟して、旦那に伝えますか？


 いや、子供や家族に何かがあってからでは遅いので、
 これはちゃんと言うべきで、状況を共有しておくのが正しい。
 誰かに背中を押してほしいのだと思います。


誤字脱字や、文章が分かりづらいところがあったら申し訳ないです。
よろしくお願いします。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""ご近所の悩み""]",2020/2/6,65,9,500
11219817621,"上司に資料の確認を拒否されました。

外注先に提出する資料を作成し添削してもらいました。添削内容に疑問があったためこれは必要ないのではと聞いたら、「俺の言ってる事聞かないんだな、も
ういい見ない」と言われました。普段から自分に当たりが強く、他の人には注意しないような事を注意したり、他人の資料(他人の段階ではOKを出した資料)が自分に回ってきたらそれを直させられたりします。また確認してもらう順番も後回しにされ、2時間後に添削されて帰ってくる事は当たり前です。上司は忙しくはないはずなのに。正直イライラします。怒ってしまう自分が幼いだけでしょうか。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""職場の悩み""]",2020/2/6,4,2,500
11219817686,"【会社でタバコ】と【有給休暇】どちらを選びますか？
○まずは「会社でタバコ」について試算を。（スルーしてもらって構いません）


自分の座席から喫煙場所までの移動：片道１分×２＝２分
喫煙時間：１本当たり３分

１回の喫煙に５分を要する計算となります。
これを１日８時間労働のうち１時間に１回、計８回行った場合、喫煙に要した時間は１日当たりで

５分×８＝４０分

年間の労働日数を２４０日と仮定し、３８年間仕事をしたとすると、

３２分×２４０×３８＝３６４，８００分＝６，０８０時間＝７６０労働日＝約３，１年



○本題はここからです。

サラリーマン喫煙者の皆さんは、例えば定年まで３８年間会社に行っていても、そのうち３年分は仕事をせずにタバコを吸っていた計算になります。単純に、スゴいお話ですｗ

まぁ、会社（使用者）がそれを認めている（黙認？）のなら、それはそれで構わないのでしょう。


さて、会社側からこんな提案があったとします。

【入社から定年３年前までの期間（３５年）勤務時間中の喫煙を一切しない条件で、定年までの最後の３年間全てを有給休暇扱いにする】


細かな条件は抜きにして、喫煙される皆さんはこの提案に乗りますか？乗りませんか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""生き方、人生相談"",""シニアライフ、シルバーライフ""]",2020/2/6,19,3,500
14219817774,"干物女だから彼氏ができないらしいです。
諦めろってことですよね？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/6,9,2,500
13219818018,"産休前の引き継ぎはどこまで終わらせれば良いのか…

妊娠し、下旬から産休に入る者です
この職場では10年以上事務で働いており、担当していた業務も多いため、安定期前に上司&同僚に報告
しました
10月頃から派遣さんを探してくださったようですが、断られ続けたようで、残り14日でやっと入ってきました
現在3日目です
(募集条件が悪いのか等、私に原因は解りませんが、会社も必死に探してくれていました)

資料はひたすら作っており、同僚に引き継ぐなら間に合うのですが、派遣さんには業界や流れ、自社システム、商品(特殊な商品です)のことも覚えてもらわなければならずとても終わりそうに有りません
なかなか派遣さんが決まらない時に、難しいところは同僚に引き継げないか等上司に相談しましたが、同僚も忙しく、打ち合わせで同僚に「これ以上は出来ない、何とか派遣さんがきたら引き継いで」と言われてしまいました…
上司も同僚にそれ以上は言えず…

更に今年に入り同僚が1人病気休業になってしまい、その代わりの派遣さんが1週間後に入ってきます(これは何故か直ぐ決まったようです)
その方を教える担当がおらず、丁度良いからと私が基礎を教える事に決まってしまいました
(他の方は病気の方の業務を取り合えずこなすためです
これも同僚は皆無理と言っており、上司がかなりやることになったようです)

私は現在引き継ぎしている派遣さんとパソコン&机が共有です
教えている間は一切仕事ができず、派遣さんが帰ったあとに、ひたすら仕事をこなしています
そこに更に来週1人教えて、11日後から産休に入るなんてどうすれば良いのか…

私がいなくなっても、引き継ぎ書類さえ見れば同僚は対応できると思うので、もう派遣さんに引き継ぎきれなくても仕方ないでしょうか？
今の派遣さんと来週から来る派遣さんと、私がいなくなったあと凄く忙しくならないか、困ってしまわないかとても心配です
それとも派遣さんはそう言う事も覚悟でやってきているのでしょうか…

元々部署全体がいっぱいいっぱいの状況で、正社員が2人抜けるので同僚にも申し訳なく…
遠方に里帰りする関係で、産休を遅らせる事も難しいです
お腹は張り気味、貧血でずっと薬も飲んでいるなかで、仕事をどう進めれば良いのか、ここ最近何時間も眠れません
気持ちの落としどころをアドバイスいただけると嬉しいです
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""職場の悩み""]",2020/2/6,8,2,500
14219818389,"性行為中のスキンシップに関して

始めまして。内容的に知人に相談する訳にもいかず、こちらに質問投稿させて頂きました。

先日、彼氏と始めての行為に及んだのですが（私ははじめて、彼氏
は経験者です）、彼氏が大きくなったものに執拗に触らせようとしてきました。
私ははじめてでしたし、正直言って痛いのと気持ち悪いのに耐えるのに必死でそんな余裕は無かったので断ったのですが、何度も執拗に強請られ、しまいには「みんな普通やる」「変わってるね」等と言われてしまいした。（翌朝も同じ様な事を言われました）
正直言ってハードルが高すぎると言ったら「そんなに？」「まあ、慣れだよね」と言われたのですが、そんなに急かされても当分出来る気がしません。

私は未経験だったので何が普通か分からないのですが、やはり性行為女性が男性のあそこに触るのは普通なのでしょうか？
やらないと変でしょうか？
（彼氏の事は好きです。ただ、この行為が嫌なだけです）

デリケートな話題で申し訳ないですが、男性・女性どちらも回答お待ちしております。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""恋愛相談""]",2020/2/6,26,2,500
11219821156,"睡眠障害について。最近寝付けないまま朝になり、そのまま起きていられずに遅刻(始業前の時間ではあるので、すぐにその段階で体調不良ということで連絡は入れました)ということが出てきました。(睡眠障害の診断は過
去にされていましたが、落ち着いています)
睡眠障害と職場の人に知られるのが怖いのですが、職場にカミングアウトされた方はいらっしゃいますか？
その際どのような感じだったか教えて欲しいです。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""職場の悩み""]",2020/2/6,6,1,500
11219815581,"１３年前に他界した友人のお母様とのお付き合いについて、皆様のお知恵を拝借させてください。
故人とは主人の転勤先で知り合い、住み慣れない私にとても良くしてくれました。私が引っ越してからもメールや手紙、電話の付き合いは続けていましたが、幼いお子さんとご主人を遺して病でこの世を去りました。

忘れ形見であるこのお孫さんを生き甲斐に、とても慈しんでおられたのですが、今年のお母様からの年賀状に、お孫さんやそのお父さんとの付き合いを全くしていない、一度（私と）お会いしたいです、と書かれてあり、驚きました。

一昨年にはご主人を亡くされ（故人にとってはお父様）息子さん２人（故人の弟）は結婚後近くにお住まいと聞いています。
故人の告別式以来お会いしていませんが、高速を使えば二時間もかからない所ですから、会いにいくことは勿論可能です。

皆様なら会いにいきますか？
逆の立場なら、会いに来てほしいですか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""生き方、人生相談""]",2020/2/6,8,2,500
11219802666,"友人(異性、女性)の誕生日がバレンタインに近いので、プレゼントと一緒に手紙とお菓子でも詰めようかなと思っています。
実は以前告白していて、フラれました。それ以降は友達として仲良くしてもらっています。
プレゼントだけならともかく、手紙とお菓子は1度告白された男からはキモイのでしょうか？手紙はめちゃくちゃ長文というわけではないですが、一言も寂しいかなと思っています。
ご回答よろしくお願いします
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/5,4,1,500
13219802803,"【500枚】緊急
中一女子です。私は(私含め)女子4人のグループでいつも一緒にいます。仲の良い一人の子をAちゃんとします。そのうちの2人が嫌いです。2人は金魚の糞のようにくっついてきて気持ち悪いです。2人には悪いのですが...。本当に無理なんです 体育や英語で2人に分かれるとき、いつもAちゃんと一緒になれることを願っています。今日の昼休み、無理すぎてトイレに逃げてしまって、鏡の前にいたら、〇〇は？あ、いたー！とか言って来たんです。その時無言で逃げてしまって...。いつも私が話の中心で、みんなを笑わせていて、面白いムードメーカーだとみんなに思われているので、1人になりたいけどみんなついてきます。今日の6時間目頃、やっと諦めたみたいでAちゃんの席に集ってました。Aちゃんは〇〇(私)がいないとつまらない、お願いだから期限を治して。と紙を授業中に渡してきて、すごく申し訳なくめ泣きそうになりました。友達を通してAちゃんには伝えました。

明日どうしたらいいのでしょうか... 
私は1人で居たいです。
回答宜しくお願い致します。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""友人関係の悩み""]",2020/2/5,8,2,500
13219785378,"緊急！！！！！
これの商品名教えてください！
","[""知恵袋トップ"",""暮らしと生活ガイド"",""ショッピング"",""これ、探してます""]",2020/2/5,12,1,500
11219766751,"チップ500つけます。
おはようございます。聞きたいことがあります。
現在水道設備の仕事をしています。
普段（4月末～12月末まで）はとても忙しいのですが、1月～4月頭まではあまり仕事がありません。


自分は1月頭～1月28日まで違う仕事に出向してました。
そして1月29日～1日まで有給を4日使い休ませてもらいました

残り有給は5日あるのですが、今の暇な時期でしか有給使えないので、使える時に使いたいのですが、先週4日使って休んで、今週も3日有給もらおうと思ってるのですが貰っても大丈夫ですかね？
","[""知恵袋トップ"",""職業とキャリア"",""職業""]",2020/2/5,8,3,500
12219756207,"チップ500枚！
今月28日に入試を控えている中3女子です。
大宮の普通科を第1志望としています。
ここで質問なのですが、
・内申1年が42、2年が42、3年が44
・副委員長の経験あり
・学年委
員経験2回
・英検と漢検2級(でも確か漢検は準1級ですよね )
・欠席はなし
この時点で本番合格するには何点くらい必要ですか？大体で大丈夫です。
出来れば理数と普通両方知りたいです。
よろしくお願いします。
","[""知恵袋トップ"",""子育てと学校"",""受験、進学"",""高校受験""]",2020/2/4,12,1,500
13219739248,"愛知県の人はみえますか。
だもんでとかじゃんだらりんとか行こまいしよまいみたいな喋り方が独特ですか。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""職場の悩み""]",2020/2/4,4,0,500
14219725484,"関東のおすすめのゴルフ場(デートに使える)を教えてほしいです。

好きな人と趣味がゴルフということで意気投合し、初デートがいきなりラウンドになりました。
関東でゴルフをしたことがないのでどこかおすすめありますでしょうか？

ちなみに、相手の彼女が東京住まいで、レンタカーをして迎えに行くつもりです。

私はスコア110位の初級者。 彼女は120台でラウンドは3回目。

初デートなので、女性に優しく、広くて、綺麗なところがあればいいなと思っています。
","[""知恵袋トップ"",""スポーツ、アウトドア、車"",""スポーツ"",""ゴルフ""]",2020/2/4,68,12,500
10219712745,"就業規則では、
会社を辞める際は、
１４日以内に会社に届け出ることとされていますが、
この就業規則の適用を受けず、
会社を明日から辞めることは可能ですか？

","[""知恵袋トップ"",""職業とキャリア"",""労働問題、働き方"",""労働問題""]",2020/2/3,9,3,500
11219712721,"雇用契約書についての質問です！
専門的知識が有る方宜しく御願いします。
長文です。すみません！

2年前にパートで週6午前中のみの
食品卸関係の仕事を始めました。
最初 面接→即採用と
なり雇用契約書を交わさないまま1年以上が過ぎたのですが、売上が落ちて来たのも有り 経営者夫婦が人件費を抑えたいのでしょう、メインで連勤している3人のパートに対して2月1日付→3月末日迄の雇用契約書を書いて来る様にと渡されました。

半年程前にも1度雇用契約書を書いたのですがその際は「自動更新・更新する場合もある・更新無し」の欄で「更新する場合も有る」に○がされていました。

今回3人に渡された契約書には 期日のみしか記入されておらず 後でどれにでも○出来る様な状態です。

社長夫婦のワンマン経営で理不尽な事ばかりですが、何とか頑張って来ました。
でも 今回の突然の期間2ヶ月の雇用契約書は
提出した後に書き加えられた場合、
労働基準法等には触れないのでしょうか？

誰かが「辞めます」と言うのを待って居る様です。過去にも年末利益が上がり→年明け決算間近になるとパート職員に難癖つけて辞める様に仕向けて来た事実も有ります。

仕事中に手の動脈迄切ってしまい 病院で5針縫う怪我をした際に「自分の保険使って行ったら 後で病院代は払うから～」と言われたのですが、主人の会社の健康保険組合の扶養なので それは出来ない旨伝えたら渋々労災として処理すると言う事になりました(労災隠しは罰則が有りますし)。

売り上げが落ち込んで来たこの時期になり
「○○さんが怪我をしたのは自分の不注意だ！○○さんは怪我が治って終わりって思ってるのだろうが、こっちは労基から改善策やその他諸々の書類書いたり 面倒なんだから」とも言われました。

長々とすみません(>_<)
結局は3人共我慢も限界で、他にも仕事はいくらでも有る！と辞める決心は着きつつ有るのですが、色々な理不尽な面をこのまま有耶無耶にして辞める前に 労基でも何でも行って不当な部分が有れば全て報告して辞めたいと思っています。

もしも自分が私の立場だったら
皆さんは静かに辞めますか？

何か本当に納得が行かなくて…。
繁忙期は都合良く扱き使われて…。

大人げ無いとは思いますが、
このまますんなり辞めるのも癪です。

皆様ならどうされますか？
意見をお願い致します。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""職場の悩み""]",2020/2/3,7,1,500
13219697753,"真剣な質問です。彼女との性行為についてアドバイスをお願いします。
自分は20歳で性欲が抑えられません。彼女は23歳で今はあまり性欲がありません。
同棲中なのですが毎日彼女に求めてしまいます。それでは彼女の負担になるので自慰行為で我慢していますがやはり耐えられません。
彼女をセフレとして扱ってるわけではないのですが正直辛いです。彼女は元カレと付き合ってる時にはセフレがいたぐらいセックスが好きだったそうです。
少し前まで性欲があったのに自分と付き合ってる時に欲が湧かないと言われ正直辛いです。
おもちゃや部屋掃除などで工夫していますが全く楽しくなさそうです。
彼女の好きなところはいっぱいあるんですが性欲が原因で別れるなんて周りから見たらヤバイですかね。。
正直別れることも視野に入れてます
どうすればいいんでしょうか。。
また、彼女はピルを飲んでおり副作用の影響もあるのかなと思っています。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""恋愛相談""]",2020/2/3,36,4,500
11219676636,"たくさんの家族に見守られて死ぬ人が多いですか？
少人数若しくは誰にも見守られないで死んでしまう人も最近は割といますか？
子供が1人しかおらず旦那はいません
娘はとても母思いの子なんですが、
1人で自分を看取らせるのは
女が心細いだろうし
申し訳ない気がするんですが
世間ではどんな感じなんでしょうか？
みなさま。
子供や孫に囲まれて…とかが理想なんですか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""生き方、人生相談""]",2020/2/3,3,1,500
