key,title,body,tags,date,watch,answer,thanks,kininaru
9709801,似てると言われる芸能人,似てると言われる芸能人が、良く言われて小西真奈美、重盛さと美、かしゆか、川栄李奈、悪く言われるとギャル曽根とかなんですけどこれみんな系統一緒ですか？,"[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""人生相談""]",2020/02/06 13:11,0,3,2,0
9709802,彼氏に好きではないと言われた,"先日、彼氏と喧嘩をしました。
数ヶ月前に彼から付き合おうと言われて、付き合いました。

ですが付き合い出してから彼が私に対して言い方がうざい、他に男がいるだろ、信用はしていないとちょこちょこ言ってきて
それに加えてでぶ、足太い、嫌味ったらしいと笑いながら言われるようになり
女の子は可愛いや好きって言われるとどんどん可愛くなるからいじっても良いけどそういうのも沢山言ってほしいなと言って流していました。

嫌味に関してはそんなつもりは一切なく、耳が元々悪いので聞き返すことが多いのですがその時にん？なに？というのが言い方がうざいと言われ
そんなつもりはなかった、嫌な気分にさせたならごめんね。と言いました
その後もそういうことを言われることが多く
付き合う前から彼には耳が悪いことは伝えてありましたし今まで(付き合う前は)言わなかったのになぁ、と考えてしまいます。



そして先日、鬱憤が溜まって彼にそれを言って喧嘩になり
好きとも可愛いとも言わせなきゃ言わないし付き合った理由も分からない、
私の何が好きでどうして付き合ったの？
と聞いたら泣きながらお前も俺を否定するんか。生きることを教えてくれたお前がと言われ
付き合ったのは辛い時期に私が元気にしてくれて好きになったのだと言われ
その後に好きな理由は好きかと聞かれると好きとは違う、もっと上だと言われました。
ただその前に愛とは違うとも言われてるので、ん？愛とは違う、好きとも違う、けどもっと上ってなんだ？？？ってなりました。
そして今の俺じゃだめなの？と言われお互いの嫌だと言われた部分を直そうねと話した後にそれを言われてモヤモヤしました。
そして別れたいなら別れてもいいよと言ってくるのに別れたら死ぬかもみたいなこと言うのでどうしたらいいのか分かりません。

彼のことは好きです。喧嘩していない時は楽しいです。
でもどうしていいのか分からなくなりました。



感情をそのまま書いてしまったので長くなってしまい申し訳ありません。
皆さまの意見、お待ちしております。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2020/02/06 13:19,0,1,0,0
9709803,飲食店に入っても客だと思われないことがよくある,"飲食店に入っても店員に無視されてこちらから何か声をかけないと無視されることがよくあります。
身長が低いので舐められてるというのもあると思いますが、どうしたら良いのでしょうか？","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""人生相談""]",2020/02/06 13:19,0,4,0,0
9709806,話しかけるの解釈について,"私は話しかけるは声をかけるイメージです
この前、話しかけないと伝えた相手にLINEしたら、話しかけないと言ったよねと言われてしまいました

話しかけるなのにLINEするも含まれるんですか？","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""その他(恋愛・人生相談)""]",2020/02/06 13:22,0,2,0,0
9709811,退職,"週30時間勤務していた会社を3月に退職します。帰宅後何もする気力なく休日もぼーとしています。布団で寝ることも最近できなく心身共につかれきっています。退職を決意しました。直ぐにでも辞めたかったけど規定通り2か月後に退職日にしました。
想像はしていたけど上司から、『いつでも辞められるのだから4月にしたら』『他に決まっているの？』と言われこれをのがしたらずるずると都合よく使われるだけなので転職先は決まってはいないけど『決まっている』と言ってしまった。嘘はつきたくなかったけど，自分を守るため。会社から有給消化調整なんて言われたけど消化したいと伝えた。強気でいかないといいように使われるだけ。
心身共に壊す前に退職したかった。
これから退職日まではきちんと業務をこなして退職日を迎えるのですが，退職経験ある人，心がしんどいときどう乗り越えていますか","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""社会・職場""]",2020/02/06 13:43,0,ベストアンサー,2,0
9709812,僻地で交通がすごく不便で辞めようと思ってる就労支援,"僻地で交通がすごく不便で辞めようと思ってる就労支援継続A型施設に通ってます。
私自身は発達障害です。

これまでずっと就活を続けててなかなか決まらない中、やっと就労支援機関から紹介された職場があるのですが、そこが仕事を辞める方の後釜という感じです。

その方はベテランの社員の方で、いろんな事を引き受けて仕事をやってこられた方です。10数年そこで働かれていました。

私はそこでの業務は初めて目の当たりにするし、知らないことばかりなのですが、前任者が今月中ばで辞めてしまいます。引き継ぎもままならない中、支援者と見学して、少しだけやり方を教わりましたが、パソコンの操作や、仕事の進め方など分からないことも多いです……。

支援者が度々訪問してはくれるようですが、職場に相談できる人が一番上の上司（男性）しかいないというのが不安でたまりません……。
その方（上司）とも先月初めてお目にかかったばかりですし、私自身対人関係やコミュニケーションが苦手な特性があるので、上司に逐一相談したり雑談したりできるようになるのか不安が大きいです……。

前任者がやっていた仕事が山のようにあるのですが、全て私に引き継ぐ訳ではなく、やれるところから少しずつやってほしいとのことです。

分からないことは何でも聞いてくださいと言われましたが、人に聞くことに対して苦手意識が強いので（今のA型施設でも最初だけ聞いて今は全く聞いていません）、質問したり、人に何か相談しながら仕事を進めて行けるのだろうか？？と不安と恐怖感があります……。

就活は昨年春から続けててなかなか仕事も決まらなかったので、有り難い話ではあるのですが、どうしたらいいか悩んでいます……。

今通ってるA型は交通面、その他諸々の事情でストレスや嫌になっており、辞める予定でいました。

でも、 紹介されたところでちゃんと仕事ができるのか職場に馴染めるのか？自分で考えて判断して行動しなければいけないことも多いらしく、支援者にも、そこは特殊な職場だと言われました……。 

普通は障害者雇用の職場だとちゃんと教えてくれる指導者とか相談員の人がいると思うのですが、そういう人がそこには一切いません。

少人数なので、和気あいあいとして、何でも話あって相談してやっていくというような感じの職場の感じだと思います。

とりあえず、やってみると支援者にも話して決めましたが、 正直不安がてんこ盛りです……。

このままA型だけ辞めて失業保険で暮らしていくか、新しい職場に入ってみて、最終的に判断するか、悩んでいます……。

もし、新しい職場に入ってしまって、うまく適応できずに辞めることになったら、A型で働いてたところの失業保険はもらえなくなるのでしょうか？

長文になり読みづらくてすみません……。
アドバイス頂けるとありがたいです。
よろしくお願い致します。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""社会・職場""]",2020/02/06 13:44,0,1,0,0
9709829,自分で考えてもスッキリしない、人にアドバイスを貰っ,"自分で考えてもスッキリしない、人にアドバイスを貰っても、その為に本を読んでもスッキリしない悩みや考えがある場合、皆さんならどうされますか？
自分は解決させたいのに、上記のような状況で解決する道がなく袋小路で辛いです。
もちろん、ここや他の質問サイトでも以前質問させて頂きましたが、残念ながら解決には至りませんでした。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""人生相談""]",2020/02/06 14:43,0,3,0,0
9709586,大丈夫なんでしょうか…,"不安なので質問させてください。
先日彼と性交し通常通り終了。いつもゴムで避妊していますが、念には念を…で最初からゴムを付けた上で挿入し最後はゴムを着けたまま外だししてます。終了後、液溜まり？部分に溜まっており漏れてない事を確認。その後ゴムを外して水を入れて確認した際に、ごく小さい針穴の様な穴から水が漏れてきました………これって大丈夫なんでしょうか…場所は液溜まりの部分ではなく、根元から5センチぐらいの所だったかと…液溜まりの部分からは漏れてはいませんでしたが…
妊娠とか…ないですよね…不安なのでご回答頂けると有難いです…","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""避妊""]",2020/02/05 20:02,34,4,6,0
9709590,悪口,中学生の男子は嫌いな女子にどんな悪口を言いますか？,"[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""友達・仲間関係""]",2020/02/05 20:19,0,ベストアンサー,2,0
9709599,結婚したい理由,"婚カツ中の女性です。

私は結婚したいのですが、結婚したい理由が
もう婚カツをやめたいからです。
今相手がいない状態でパーティーへ行ったりアプリをやったりで苦労しているので早くこの状況を抜け出したいのですが
その旨を既婚者に言うと
それだからうまく行かないと言われます。

でも私としては子供がほしいからとか親を喜ばせたいからという理由で結婚したくないのです。
だから行き着いた答えが婚カツを終わらせたいからなのですが
どういう理由で結婚したいのなら婚カツがうまくいくのでしょうか？
相手がいない以上、この人と一生人生を共にしたいから結婚したいと言うのもおかしいと思っています。","[""OKWAVE"",""人間関係・人生相談"",""結婚"",""婚活""]",2020/02/05 20:40,22,6,0,1
9709600,どうして女性の仕事については聞いてこないのでしょう,"男性は仕事の話が好きで、男性同士なら仕事の話をするのに
どうして女性の仕事については聞いてこないのでしょうか？

というのも何人もの男性と付き合いましたが
仕事の話になっても彼氏から私の仕事については聞かれることはほぼありません。
だから私の方からこういう仕事をしているよとか
強硬言うことがあったんだと言ったりします。

私の中で仕事は生活の一部なので
色々聞いてほしいと思ってるのに
どの彼氏からも興味を持たれません。

ちなみに大手の派遣OLです。
男性はそういうものなのでしょうか？","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2020/02/05 20:41,19,5,2,0
9709601,わざわざ言ってくれなくていいのになと思ってしまいま,"10歳年上の彼と付き合っています

彼とは食事が彼が出し
カフェ代や映画などは私が出しているのですが
いつも彼の方が多く出してるのに
私がカフェ代など出すと
「ごちそうさまでした」といちいち言ってきます

なので私も彼に食事代を出してもらった時はお礼をしてますが
なんか彼の方が多く出してるから
わざわざ言ってくれなくていいのになと思ってしまいます

彼に「いつも多く払ってもらってるからいちいち言わなくていいよ」
と言っていいでしょうか?
彼に言われると私も言わないとというプレッシャーになってしまいます","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2020/02/05 20:44,7,ベストアンサー,0,6
9709602,私は謙遜する方が楽だと思っているのですが,"そう思ってるのは私だけですか？
だってそうすれば自分が傷付くことが少ない気がします。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""その他(恋愛・人生相談)""]",2020/02/05 20:44,44,9,3,0
9709603,「世の中にはもっと自分より悪い事をしている人はいる,"子供が悪いことしても
「世の中にはもっと自分より悪い事をしている人はいる」
と言う時が有りますが
これはどういう症状ですか?
この現象に名前はありますか?","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""育児""]",2020/02/05 20:43,41,3,0,2
9709620,母親と一緒に暮らすのに疲れました。,"母親と一緒に暮らすのに疲れました。

こんばんは。私は２０歳(大学生)の女です。
私の家族は、父、母、兄、私、弟の5人家族です。
私は昔から、母親がネックで、些細な事でほぼ毎日喧嘩ばかりしてきました。(勿論今もです)
まず、私は母親との性格が真逆。考え方も合いません。
母親は小学校の教頭をしていて、父より帰ってくるのが遅く、毎日疲れて帰ってすぐ寝ています。なので、母親とは話をする機会が殆どあまりありません(喋りたくもないですが)。

母親の性格は、頑固、曲がった事は大嫌い、真面目、鬼畜です。
私が普通にしてる時でも、「あんたそういえばこの前.....」と過去の事を思い出していきなりキレてきます。珍しく穏やかそうにしている母親が急にキレてくるので、ビックリする時も多々あります。
私の兄弟全員も母親の事を嫌っています。母親が仕事から帰ってくると、私含め兄弟全員部屋から出て行きます。
私は、母親と、酷い時は掴み合い、殴り合いをすることもあります。
私が普通にしている時でも何かと私にケチをつけて怒鳴り散らしてくるので、正直もう疲れました。私が大人になれば母親とも仲良くできると思っていたのに、昔と全く変わらないです。母親と仲良くしている同期の子が羨ましいです。

私は出来ることの家事は協力してやっています。アルバイトも行っています。最近毎日のように怒鳴り散らしてくるのでストレスでどうにかなりそうです。死んでしまえばいいのに。家族でこの人さえいなければ平和なのに、とさえ思ってしまいます。しかし、唯一の同性の母親。本当は一緒に買い物したり悩みを相談したりそんな事がしたかった。でもあの母親では到底無理だと思います。

もう成人してるしさっさと一人暮らしがしたいんですけど、お金も十分に貯まってないし、女だからという理由でさせてくれません。
父親に相談したくても、父親も母親に頭が上がらない状態でろくに相談に乗ってくれません。
私はどうすればいいんでしょうか。
我慢して生活するしかないですか？本当に大嫌いでストレスでどうにかなりそうです。
回答よろしくお願いします...。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""夫婦・家族""]",2020/02/05 21:23,51,10,1,0
9709624,誘っているか分かりません,"誘っているか分かりません
同僚の女性が、彼氏欲しいとか、私に言い寄る男はいないのかとか、欲求不満とか残業中二人きりの時に言っているのですが、普段から本音で話せる仲であるため、誘っているかただ本音を言っているだけなのか分かりません。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2020/02/05 21:39,18,3,0,0
9709643,ミスをした派遣社員が,"自分のミスをＳＶに見られ、それを上に報告されたことに腹を立て、
「なんて報告したんだよ、その場で注意してもみ消せばいいじゃん、誰でもこんなことくらい、やらねーか？」
みたいなことを言っている奴がいるのですが、これはどうしたらいいのでしょうか。

完全につぶす方法が知りたいです。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""社会・職場""]",2020/02/05 22:18,35,4,1,0
9709645,介護福祉施設系の人間関係の悩み,"こんばんは、施設ケアマネ（専任）中年男子の悩みです。
宜しくお願いします。

私の施設では、ケアマネが朝食と昼食の手伝いをするという事になっています。でも、それは、ケアマネ業務が忙しい時は、別にいいみたいな感じです。

しかし、主に下膳を手伝ったりしてますが、やたらと私に指示してくる男性介護職員がいます。彼は、食事介助を手伝って欲しいらしく、毎回のように「誰誰さんの食事介助をお願いします。」とお願いしてきます。
私は快く引き受けてるつもりですが、何故か日が経つにつれてその介護スタッフのお願いする時の表情が敬語ではありますが、険しくなって来ている感じなのです。まあ、敬語だからまだ引き受けるにはいいのですが、せっかくお願いされた通り食事介助をしているのに、その介護スタッフは、自分だけ時間になったらさっさと休憩に入ったり、下膳のお盆を私の近くのテーブルにガタンと置いたり、時に威嚇しているのかと思える時もあります。自分が早く休憩に入りたいがために私に食事介助を頼んでるようにも受け取れますね。

その男性介護スタッフとは、ほぼ毎日のように顔を合わせますので、流石に毎日そういう事が続くとしんどいものになってきます。日に日にその人との人間関係が悪化してきています。

こっちは、手伝ってる側なのにそういう態度は？と疑問に感じております。私は、どちらかというと毎日でも忙しくなければ手伝いたい気持ちはあるのですが、最近、怒りさえ感じるようになってきて、そうまでして手伝わなくていいんじゃないかと思うようになってきました。

その介護スタッフは、社交性に長けてるタイプの人材で、他の介護スタッフも逆らえない感じです。その男性介護スタッフは、他の職員には、積極的にコミュニケーションを図ってますが、ケアマネである私にだけは、先に述べた食事介助の指示等です。

私は、残念ながらその人の御機嫌取りをしながらまで仕事をしたくありませんし、6,70名程の入所者の情報を把握するので精一杯で精神的に疲弊して行っている状況です。

今まさに、その男性介護スタッフが主役みたいな感じでこれからはその人の時代だなという雰囲気になってきてます。こっちは、そいつにどーんと構えられた横で窮屈な思いをしながら仕事をして行かなくてはいけないのかなと思うと大変に不安です。
私が、食事介助に入らなくなると他の介護スタッフの方からもいい目で見られなくなったりしますので、何とかそのスタッフに私の業務の忙しさも解ってもらって態度を改めてもらって食事の時の手伝いをするようにしたいのですが。中々一筋縄ではいかないと思ってます。

それか、元々その男性スタッフとは親が有名な方なのでプライドも高いし、マイペースな私とは合わないのでは？と思ってまして、これからも何かしらぶつかる事があると思います。なので、施設ケアマネを降りて移動した方がいい様な気がしてもいます。

ある日の昼食介助を手伝っていたのですが、その時も、彼の希望通りの利用者の食事介助を手伝っていました。

しかし、私に対してだけは、全く話し掛けず、相変わらずスタッフとばかり話してて、私も、前の事も積み重なってイライラが溜まっていたのでしょう、食事介助を済ませ、つい居づらくなって途中でその場を去りました。
その日の朝も、会ったのですが、他のスタッフとは積極的にコミュニケ―ションを図ってて、私には一切話し掛けず、私が話し掛けても黙っている感じがあって明らかに違和感を感じてました。

その日一日中、流石に現場にはいづらくて別の場所で作業をしてたのです。夕方、現場のパソコンに戻った時、私の椅子に、その問題の男性介護スタッフの上着が乱雑に置かれていました。

私は、ついカットなりその人がいたので、注意しましたが、その人はケロッとしてて一応詫びはしたのですが、去り際に「何でそんな事で」といって去って行きました。

何故、彼はそういう行動をとってしまったのか？意味不明です。食事介助も手伝っているのに。こっちは、ケアマネ業務が遅れているにも関わらず手伝っているのに。

私は、未だ怒りがおさまらず、あれから未だ彼に会ってないのですが、もし顔を合わせたら感情が抑えられず何か言ってしまわないか心配です。

皆様にご相談なのですが、彼に会う前に上司に報告したいと思いますが、きっちりと彼に非があるようにしたいのですが、どのように相談した方が効果的でしょうか？アドバイス宜しくお願い致します。

訴えが弱いと、彼が何事も無かったかのように変わらずまた、私に対して窮屈な思いをさせないか心配だからです。きっちり彼に反省して貰って二度とそういった嫌がらせをさせない為にもです。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""いじめ相談""]",2020/02/05 22:34,25,0,0,0
9709648,悪口,中学生男子は嫌いな女子にどんな悪口を言いますか？,"[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""友達・仲間関係""]",2020/02/05 22:41,6,1,0,0
9709652,妊娠してしまったかも,"友達が妊娠してしまったかもしれません。

去年の11月に1回病気にかかってしまってご飯を何日も食べれない時がありました。

生理で過度なダイエットをした場合生理不順がおき戻るのに時間がかかるとWEBで書いてあったので生理不順だと思ってたみたいです。

妊娠初期の症状としては少しご飯が食べれない時があっただけでその他に何も当てはまらないと言っていました。

11月の時の体重の変化は47~38まで2週間で減ってしまったそうです。

3ヶ月来てないので、おかしいと思い妊娠検査薬を渡したら二本線で陽性が出てしまいました。

他のWEBでみても確実とは言えないと書いてあったので少し不安です。

まだ高校生なので妊娠した場合、かかる費用など、親にバレないためにはどうしたらいいのか、を教えてください。

横浜の病院で妊娠12週目なら保険証を使って0円にできると書いてあったのですが、この保険証をつかったら親に連絡が行くのでしょうか。

一応近日中に付き添いで行こうと思います。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2020/02/05 22:45,46,5,4,0
9709655,友達の話ですが、,"友達の話ですが、
１年前からコンカツをしていてマッチングしてメールのみのやりとりで、写真はマッチングしたときの横向の写真１枚で、常に太ったからと見せたがらない。会えば分かると、不安を煽るようなメールで最近は週末に十文字未満のやり取りで、結婚しよう!と言われたそうです。
私はこう言う話に疎いので理解できません。
身長は180で体重75kgとかで写真より20kg太ったとか言うのです。
まだ27か28でそんな急激に太ったり痩せたりするんでしょうか。
そしていきなりの結婚しよう！に、アホらしくなって既読無視をしています。今日「答えは？」と来ていました。真剣なんでしょうか？親も兄弟も何も知らないです。ネットで調べると、かんたんには言わない。と書いてありました。童貞卒業したいからだけでも言うのでしょうか。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2020/02/05 23:01,31,5,4,0
9709657,どうとったらいいでしょうか,"関西の女子大に通う大学3年生です。今春就職する彼氏の言葉をどうとったらいいか教えてください。
付き合い始めて1年半近くになりますが、今までは、大学図書館で一緒に勉強するデートばかりでした。
修士論文も提出し卒業も確定、とかで最近は普通のデート、映画を観たり、観覧車に乗りたい、というので付き合ってあげたり・・・。
春になると彼は東京に行くので離れ離れになるけど、お互いあまりそのことには触れないようにしてます。が、その観覧車の中で、「（私と）もっと早く出会えてたら」「早くこういうこと（観覧車に乗ること？）してみたかった」「会えなくなったら、僕なんか」・・・。
こんなことを言われました。
まだ2か月近くあるよ。東京行っても逆に私のこと嫌いにならないでほしいな。（デートの先に行こうよ・・・）
他の異性にとられる、気が移る可能性は彼のほうが高い、と私は心配しているけど、こんなこと言う彼は、自分でもそうなるとか思っているんでしょうか？
そうならないようにするにはどうしたらいいと思いますか？","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2020/02/05 23:08,26,3,0,0
